Application_ID,District_Name,Gender,Sector,Residential_Type,Enterprise_Type,Monthly_Income_INR,Loan_Tenure_Months,Total_TAT_Days,Risk_Score,Repayment_Status,Loan_Amount_INR
1470,Ganderbal,Female,Retail,Unknown,Nano Entrepreneur,39505.0,36.0,164.0,99.0,Unknown,1265000.0
1471,Anantnag,Male,Services,Urban,Nano Entrepreneur,78792.0,35.12,212.0,14.0,On-Time,27023.0
1472,Kathua,Unknown,Manufacturing,Urban,Nano Entrepreneur,71020.0,35.12,188.0,37.0,Late,4412000.0
1473,Rajouri,Male,Manufacturing,Unknown,Nano Entrepreneur,57364.0,60.0,203.0,96.0,On-Time,1548000.0
1474,Kishtwar,Male,Services,Rural,Unknown,26445.0,12.0,205.0,27.0,Default,3193243.0
1475,Samba,Female,Tourism,Rural,Msme Sunrise Sector,84627.0,12.0,178.0,19.0,Late,1830212.5
1475,Kishtwar,Female,Retail,Rural,Existing Enterprise,51817.0,12.0,188.0,97.0,Unknown,4666000.0
1477,Budgam,Unknown,Retail,Urban,Existing Enterprise,15629.0,35.12,212.0,51.0,Default,23553.0
1478,Baramulla,Female,Services,Urban,Nano Entrepreneur,66908.0,12.0,207.0,64.0,Unknown,1947.0
1479,Samba,Female,Manufacturing,Unknown,Unknown,89060.0,48.0,188.0,99.0,On-Time,1830212.5
1480,Shopian,Unknown,Retail,Urban,Unknown,107092.0,35.12,212.0,27.0,Unknown,1669.0
1481,Rajouri,Male,Retail,Unknown,Nano Entrepreneur,34560.0,35.12,164.0,77.0,Late,1830212.5
1482,Poonch,Male,It,Rural,Msme Sunrise Sector,35814.0,35.12,188.0,95.0,On-Time,503239.0
1483,Budgam,Unknown,Unknown,Rural,Nano Entrepreneur,119769.0,60.0,188.0,79.0,On-Time,40689.0
1484,Doda,Female,Manufacturing,Urban,Unknown,93864.0,24.0,212.0,24.0,Default,39256.0
1485,Poonch,Female,Retail,Rural,Unknown,49391.0,36.0,188.0,58.0,Unknown,1830212.5
1486,Budgam,Female,Manufacturing,Urban,Msme Sunrise Sector,102644.0,36.0,164.0,60.0,On-Time,4688876.0
1487,Kathua,Other,Services,Urban,Existing Enterprise,34646.0,36.0,212.0,83.0,Default,2344000.0
1488,Kathua,Female,Retail,Urban,Existing Enterprise,31115.0,12.0,188.0,27.0,Unknown,1830212.5
1489,Kishtwar,Other,Services,Rural,Existing Enterprise,64658.0,24.0,212.0,23.0,Default,5822682.0
1490,Doda,Other,Agri,Urban,Nano Entrepreneur,89369.0,18.0,188.0,20.0,Default,12738.0
1491,Ganderbal,Female,Services,Rural,Existing Enterprise,105596.0,60.0,212.0,2.0,Late,2938242.0
1492,Budgam,Female,Unknown,Rural,Msme Sunrise Sector,20993.0,36.0,188.0,27.0,On-Time,3930419.0
1493,Poonch,Unknown,Manufacturing,Urban,Existing Enterprise,64658.0,12.0,188.0,29.0,Unknown,409679.0
1494,Ganderbal,Female,Tourism,Urban,Existing Enterprise,104870.0,60.0,165.0,83.0,On-Time,1410159.0
1495,Ganderbal,Male,Tourism,Rural,Unknown,64658.0,60.0,164.0,6.0,Late,4987000.0
1496,Kathua,Female,Agri,Urban,Existing Enterprise,63309.0,36.0,212.0,51.0,Unknown,2700248.0
1497,Rajouri,Male,Tourism,Urban,Nano Entrepreneur,64658.0,24.0,212.0,52.0,On-Time,27043.0
1498,Reasi,Female,Healthcare,Urban,Unknown,58440.0,24.0,196.0,85.0,Late,1830212.5
1499,Baramulla,Female,It,Rural,Msme Sunrise Sector,82393.0,18.0,188.0,72.0,Unknown,601609.0
1500,Reasi,Female,Agri,Urban,Msme Sunrise Sector,31455.0,48.0,188.0,51.0,Unknown,76000.0
1501,Ramban,Female,Retail,Urban,Existing Enterprise,44630.0,60.0,188.0,72.0,Late,2823168.0
1502,Srinagar,Unknown,Manufacturing,Rural,Existing Enterprise,117058.0,36.0,188.0,45.0,Late,1717747.0
1503,Jammu,Male,Unknown,Urban,Nano Entrepreneur,43614.0,60.0,188.0,26.0,Late,1830212.5
1504,Budgam,Unknown,Retail,Rural,Existing Enterprise,32205.0,60.0,212.0,75.0,Late,4105663.0
1505,Budgam,Female,Agri,Urban,Existing Enterprise,117377.0,24.0,188.0,67.0,Default,27957.0
1506,Baramulla,Female,Tourism,Rural,Msme Sunrise Sector,112812.0,24.0,193.0,17.0,On-Time,1830212.5
1507,Ganderbal,Female,Services,Unknown,Unknown,59299.0,35.12,188.0,9.0,Unknown,1830212.5
1508,Bandipora,Other,It,Rural,Msme Sunrise Sector,73370.0,18.0,188.0,99.0,Late,1830212.5
1509,Srinagar,Unknown,Unknown,Rural,Existing Enterprise,10893.0,36.0,188.0,76.0,Unknown,45711.0
1510,Doda,Female,Unknown,Rural,Nano Entrepreneur,64658.0,36.0,164.0,72.0,Late,333000.0
1511,Srinagar,Female,Healthcare,Rural,Existing Enterprise,26757.0,18.0,188.0,28.0,Unknown,1830212.5
1512,Baramulla,Other,Healthcare,Rural,Existing Enterprise,49119.0,60.0,164.0,71.0,Default,5752901.0
1513,Kulgam,Male,Retail,Rural,Existing Enterprise,24642.0,60.0,188.0,70.0,On-Time,1830212.5
1514,Pulwama,Male,Healthcare,Urban,Unknown,64658.0,35.12,164.0,66.0,Default,763172.0
1515,Samba,Unknown,Unknown,Rural,Existing Enterprise,15822.0,18.0,164.0,51.0,Late,1830212.5
1516,Budgam,Other,It,Rural,Unknown,43948.0,48.0,164.0,2.0,Late,1830212.5
1517,Baramulla,Male,Services,Urban,Nano Entrepreneur,27530.0,35.12,164.0,24.0,Unknown,4511954.0
1518,Kupwara,Unknown,Unknown,Rural,Unknown,15065.0,24.0,210.0,18.0,Late,1767457.0
1519,Reasi,Other,Healthcare,Urban,Nano Entrepreneur,52383.0,18.0,177.0,81.0,On-Time,1830212.5
1520,Budgam,Male,Manufacturing,Urban,Existing Enterprise,43704.0,48.0,164.0,16.0,On-Time,2515000.0
1521,Reasi,Female,It,Urban,Unknown,20841.0,24.0,188.0,37.0,Late,2164000.0
1522,Budgam,Female,Services,Urban,Nano Entrepreneur,64658.0,48.0,164.0,36.0,Late,2172161.0
1523,Kathua,Unknown,Tourism,Urban,Unknown,101311.0,24.0,188.0,43.0,On-Time,42011.0
1524,Poonch,Female,Agri,Urban,Unknown,64658.0,18.0,188.0,4.0,Unknown,3716442.0
1525,Pulwama,Female,Agri,Unknown,Msme Sunrise Sector,117707.0,48.0,188.0,61.0,Late,35786.0
1526,Shopian,Male,It,Urban,Existing Enterprise,84779.0,18.0,191.0,25.0,Unknown,4983376.0
1527,Rajouri,Other,Agri,Urban,Nano Entrepreneur,100479.0,35.12,188.0,74.0,On-Time,27665.0
1528,Shopian,Male,Healthcare,Rural,Unknown,70968.0,60.0,188.0,3.0,Default,4574700.0
1529,Budgam,Female,Services,Rural,Unknown,13666.0,18.0,188.0,95.0,Unknown,4107078.0
1530,Ramban,Female,Agri,Urban,Nano Entrepreneur,83673.0,18.0,188.0,1.0,Default,12194.0
1531,Jammu,Male,Manufacturing,Urban,Nano Entrepreneur,31825.0,12.0,211.0,32.0,Default,1830212.5
1532,Poonch,Male,Services,Unknown,Nano Entrepreneur,91044.0,36.0,165.0,23.0,Default,1830212.5
1533,Srinagar,Male,It,Urban,Existing Enterprise,69487.0,12.0,195.0,50.0,Late,5715832.0
1534,Baramulla,Unknown,Tourism,Rural,Nano Entrepreneur,98132.0,24.0,188.0,32.0,Late,1830212.5
1535,Ramban,Male,Unknown,Unknown,Existing Enterprise,35621.0,35.12,177.0,63.0,On-Time,19996.0
1536,Ramban,Unknown,Services,Unknown,Existing Enterprise,11096.0,18.0,164.0,29.0,Late,1851000.0
1537,Kishtwar,Unknown,It,Urban,Nano Entrepreneur,8019.0,12.0,164.0,69.0,On-Time,5775809.0
1538,Kishtwar,Female,Healthcare,Unknown,Nano Entrepreneur,49416.0,24.0,188.0,10.0,On-Time,1830212.5
1539,Shopian,Male,Tourism,Rural,Existing Enterprise,47663.0,36.0,212.0,51.0,Late,3311986.0
1540,Samba,Female,Services,Urban,Nano Entrepreneur,94595.0,60.0,191.0,4.0,On-Time,5148089.0
1541,Doda,Unknown,Tourism,Rural,Nano Entrepreneur,11888.0,12.0,188.0,16.0,Late,4423000.0
1542,Kupwara,Unknown,Unknown,Rural,Msme Sunrise Sector,72455.0,35.12,188.0,89.0,Late,1695595.0
1543,Rajouri,Unknown,Retail,Rural,Msme Sunrise Sector,42660.0,36.0,164.0,34.0,On-Time,3963728.0
1544,Anantnag,Male,It,Rural,Msme Sunrise Sector,43979.0,35.12,188.0,34.0,On-Time,5625890.0
1545,Kulgam,Female,Retail,Urban,Existing Enterprise,109813.0,48.0,212.0,25.0,On-Time,2076635.0
1546,Baramulla,Unknown,It,Urban,Existing Enterprise,13534.0,48.0,164.0,73.0,On-Time,3168.0
1547,Udhampur,Other,Unknown,Rural,Existing Enterprise,9889.0,35.12,188.0,68.0,Late,2998000.0
1548,Kupwara,Female,Manufacturing,Urban,Existing Enterprise,23888.0,35.12,191.0,79.0,On-Time,1838730.0
1549,Kishtwar,Female,Unknown,Urban,Nano Entrepreneur,79428.0,60.0,212.0,69.0,Late,1941196.0
1550,Ramban,Female,Agri,Urban,Existing Enterprise,110531.0,18.0,188.0,99.0,Late,1830212.5
1551,Ganderbal,Unknown,Unknown,Unknown,Existing Enterprise,95221.0,12.0,170.0,65.0,Late,182000.0
1552,Rajouri,Other,Agri,Rural,Msme Sunrise Sector,64658.0,24.0,188.0,19.0,On-Time,1830212.5
1553,Shopian,Unknown,Tourism,Rural,Nano Entrepreneur,46581.0,18.0,212.0,6.0,On-Time,1830212.5
1554,Shopian,Female,Agri,Rural,Nano Entrepreneur,38522.0,18.0,188.0,43.0,On-Time,323215.0
1555,Samba,Female,Healthcare,Rural,Unknown,58349.0,24.0,188.0,53.0,On-Time,1910444.0
1556,Poonch,Female,Tourism,Urban,Unknown,95492.0,24.0,212.0,60.0,Unknown,5113371.0
1557,Shopian,Unknown,Services,Rural,Msme Sunrise Sector,64658.0,48.0,188.0,71.0,On-Time,2478213.0
1558,Budgam,Female,It,Urban,Unknown,76657.0,48.0,188.0,69.0,Unknown,1830212.5
1559,Baramulla,Female,Retail,Rural,Unknown,98178.0,24.0,198.0,4.0,Late,208000.0
1560,Pulwama,Other,Services,Urban,Nano Entrepreneur,59731.0,24.0,188.0,14.0,Unknown,1968000.0
1561,Reasi,Other,It,Rural,Nano Entrepreneur,11825.0,36.0,189.0,69.0,Unknown,2566710.0
1562,Ganderbal,Unknown,Tourism,Rural,Nano Entrepreneur,56529.0,36.0,212.0,78.0,Unknown,1830212.5
1563,Ramban,Female,Manufacturing,Rural,Existing Enterprise,118617.0,24.0,188.0,57.0,On-Time,4069000.0
1564,Doda,Male,It,Unknown,Existing Enterprise,22772.0,35.12,188.0,13.0,Unknown,244435.0
1565,Ganderbal,Female,Agri,Rural,Unknown,38000.0,36.0,188.0,51.0,Late,26590.0
1566,Ganderbal,Male,It,Unknown,Msme Sunrise Sector,28198.0,24.0,188.0,65.0,Default,3526121.0
1567,Kathua,Unknown,Agri,Unknown,Nano Entrepreneur,43205.0,24.0,164.0,15.0,Default,68221.0
1568,Ramban,Female,Unknown,Rural,Nano Entrepreneur,69861.0,36.0,212.0,67.0,Late,3206992.0
1569,Poonch,Unknown,Healthcare,Urban,Unknown,20291.0,35.12,171.0,60.0,Late,608355.0
1570,Reasi,Male,It,Unknown,Nano Entrepreneur,91587.0,48.0,164.0,27.0,On-Time,3668788.0
1571,Doda,Other,Tourism,Urban,Nano Entrepreneur,118828.0,60.0,188.0,14.0,Default,2342000.0
1572,Srinagar,Unknown,Healthcare,Rural,Nano Entrepreneur,82078.0,36.0,188.0,35.0,On-Time,1628000.0
1573,Poonch,Female,Unknown,Unknown,Unknown,85452.0,12.0,164.0,66.0,On-Time,1124690.0
1574,Srinagar,Male,Services,Rural,Nano Entrepreneur,108604.0,24.0,164.0,91.0,Late,5386782.0
1575,Anantnag,Female,Unknown,Rural,Existing Enterprise,27878.0,36.0,188.0,55.0,Default,3773000.0
1576,Kulgam,Male,It,Urban,Existing Enterprise,67425.0,24.0,188.0,86.0,Default,1830212.5
1577,Udhampur,Unknown,Tourism,Urban,Msme Sunrise Sector,72760.0,60.0,164.0,38.0,Late,1830212.5
1578,Reasi,Male,Manufacturing,Unknown,Nano Entrepreneur,74755.0,36.0,188.0,71.0,On-Time,1822295.0
1579,Shopian,Male,Unknown,Rural,Msme Sunrise Sector,76681.0,60.0,188.0,44.0,Late,175624.0
1580,Bandipora,Other,Tourism,Unknown,Nano Entrepreneur,96038.0,36.0,172.0,67.0,On-Time,4495173.0
1581,Pulwama,Other,Agri,Rural,Nano Entrepreneur,64658.0,48.0,188.0,83.0,On-Time,30706.0
1582,Rajouri,Male,Retail,Rural,Msme Sunrise Sector,34588.0,12.0,212.0,32.0,On-Time,11498.0
1583,Srinagar,Male,Retail,Urban,Msme Sunrise Sector,91546.0,24.0,164.0,68.0,Default,6461.0
1584,Anantnag,Other,Manufacturing,Unknown,Nano Entrepreneur,67084.0,60.0,212.0,51.0,On-Time,1830212.5
1585,Doda,Male,Retail,Urban,Existing Enterprise,28647.0,35.12,198.0,81.0,On-Time,384807.0
1586,Kishtwar,Unknown,Services,Urban,Msme Sunrise Sector,101782.0,48.0,186.0,51.0,On-Time,1559675.0
1587,Reasi,Male,Tourism,Rural,Nano Entrepreneur,21960.0,48.0,188.0,24.0,Default,47111.0
1588,Bandipora,Unknown,Tourism,Rural,Existing Enterprise,36457.0,12.0,188.0,93.0,Late,548901.0
1589,Bandipora,Female,Manufacturing,Rural,Nano Entrepreneur,49646.0,60.0,206.0,17.0,Default,15301.0
1590,Kupwara,Other,Tourism,Rural,Nano Entrepreneur,64658.0,36.0,164.0,94.0,On-Time,1097520.0
1591,Kishtwar,Other,Unknown,Unknown,Nano Entrepreneur,105231.0,60.0,188.0,73.0,On-Time,484089.0
1592,Pulwama,Male,Retail,Urban,Nano Entrepreneur,17067.0,60.0,188.0,46.0,On-Time,19969.0
1593,Ganderbal,Female,Unknown,Rural,Nano Entrepreneur,24426.0,60.0,188.0,91.0,Default,431000.0
1594,Doda,Male,It,Urban,Unknown,85521.0,60.0,188.0,2.0,Unknown,966029.0
1595,Pulwama,Female,Manufacturing,Unknown,Existing Enterprise,16515.0,18.0,188.0,33.0,Unknown,137800.0
1596,Poonch,Male,Manufacturing,Unknown,Existing Enterprise,45642.0,36.0,164.0,86.0,Unknown,3820466.0
1597,Kishtwar,Female,Manufacturing,Rural,Nano Entrepreneur,24959.0,35.12,185.0,84.0,On-Time,3768916.0
1598,Jammu,Other,Retail,Unknown,Nano Entrepreneur,26546.0,48.0,164.0,41.0,On-Time,2289665.0
1599,Reasi,Other,Unknown,Rural,Existing Enterprise,8452.0,35.12,188.0,10.0,Late,27022.0
1600,Ramban,Male,Agri,Rural,Nano Entrepreneur,102859.0,36.0,212.0,47.0,Default,1157388.0
1601,Bandipora,Other,It,Unknown,Unknown,105117.0,12.0,188.0,9.0,On-Time,3633000.0
1602,Poonch,Female,Agri,Rural,Nano Entrepreneur,114718.0,12.0,188.0,66.0,On-Time,2996862.0
1603,Kishtwar,Unknown,Retail,Rural,Existing Enterprise,29162.0,48.0,188.0,6.0,Late,1403000.0
1604,Poonch,Male,It,Rural,Nano Entrepreneur,112829.0,48.0,188.0,84.0,Unknown,37593.0
1605,Kishtwar,Unknown,Tourism,Rural,Unknown,64658.0,48.0,166.0,79.0,Default,2270000.0
1606,Kulgam,Unknown,Manufacturing,Urban,Msme Sunrise Sector,61463.0,48.0,164.0,98.0,Default,2058000.0
1607,Poonch,Other,Unknown,Rural,Unknown,62531.0,36.0,164.0,14.0,Late,1830212.5
1608,Budgam,Unknown,Healthcare,Unknown,Existing Enterprise,19808.0,18.0,188.0,81.0,Default,2724964.0
1609,Doda,Female,Manufacturing,Rural,Nano Entrepreneur,64658.0,48.0,212.0,53.0,Late,1462000.0
1610,Jammu,Male,Retail,Urban,Existing Enterprise,84619.0,24.0,188.0,21.0,Default,1830212.5
1611,Doda,Unknown,Healthcare,Rural,Nano Entrepreneur,65489.0,48.0,188.0,82.0,On-Time,1830212.5
1612,Srinagar,Male,Tourism,Rural,Msme Sunrise Sector,64658.0,24.0,164.0,80.0,Late,3013000.0
1613,Doda,Female,Unknown,Urban,Unknown,110077.0,60.0,164.0,4.0,On-Time,4469039.0
1614,Kulgam,Male,Retail,Urban,Existing Enterprise,25308.0,36.0,164.0,66.0,Default,1830212.5
1615,Kulgam,Other,Manufacturing,Urban,Msme Sunrise Sector,23769.0,36.0,174.0,76.0,On-Time,48327.0
1616,Kishtwar,Other,Tourism,Rural,Existing Enterprise,111013.0,60.0,164.0,14.0,Unknown,3754372.0
1617,Srinagar,Unknown,Agri,Urban,Unknown,56510.0,48.0,188.0,12.0,Default,3205842.0
1618,Jammu,Female,Agri,Urban,Existing Enterprise,48545.0,48.0,188.0,74.0,Late,4040968.0
1619,Doda,Male,Healthcare,Unknown,Unknown,50582.0,60.0,188.0,73.0,Default,3895000.0
1620,Kathua,Male,It,Urban,Msme Sunrise Sector,76602.0,36.0,212.0,93.0,On-Time,1785631.0
1621,Poonch,Female,Retail,Urban,Existing Enterprise,40524.0,18.0,212.0,80.0,Late,29751.0
1622,Samba,Male,Unknown,Urban,Nano Entrepreneur,51270.0,48.0,188.0,50.0,Default,3734000.0
1623,Reasi,Male,Retail,Urban,Nano Entrepreneur,64658.0,24.0,188.0,51.0,Default,5934719.0
1624,Rajouri,Other,Services,Urban,Existing Enterprise,64658.0,24.0,188.0,44.0,Late,4291.0
1625,Budgam,Unknown,Tourism,Rural,Existing Enterprise,70266.0,35.12,164.0,27.0,Default,4939000.0
1626,Poonch,Female,It,Rural,Nano Entrepreneur,64658.0,35.12,164.0,38.0,On-Time,3630000.0
1627,Kulgam,Other,Agri,Urban,Msme Sunrise Sector,64658.0,24.0,164.0,20.0,Late,23591.0
1628,Doda,Other,Healthcare,Unknown,Existing Enterprise,75280.0,24.0,210.0,45.0,Late,5702970.0
1629,Doda,Male,It,Urban,Unknown,114931.0,24.0,212.0,20.0,On-Time,1830212.5
1630,Reasi,Female,It,Urban,Nano Entrepreneur,78890.0,60.0,164.0,31.0,Late,3692680.0
1631,Rajouri,Female,Agri,Rural,Nano Entrepreneur,12105.0,35.12,164.0,13.0,On-Time,174767.0
1632,Bandipora,Male,Manufacturing,Unknown,Msme Sunrise Sector,79953.0,36.0,188.0,51.0,Default,13251.0
1633,Rajouri,Female,Agri,Rural,Nano Entrepreneur,27572.0,35.12,188.0,35.0,Late,2953915.0
1634,Budgam,Unknown,Services,Urban,Nano Entrepreneur,14183.0,48.0,164.0,46.0,On-Time,4959809.0
1635,Pulwama,Unknown,Retail,Urban,Existing Enterprise,34772.0,24.0,212.0,28.0,Late,3766688.0
1636,Jammu,Male,Manufacturing,Urban,Existing Enterprise,63646.0,36.0,164.0,45.0,Late,5795.0
1637,Jammu,Male,Healthcare,Urban,Unknown,35599.0,48.0,188.0,55.0,Late,21657.0
1638,Shopian,Other,It,Urban,Unknown,77423.0,18.0,212.0,91.0,On-Time,3820883.0
1639,Kupwara,Unknown,Retail,Urban,Msme Sunrise Sector,34030.0,24.0,212.0,4.0,Unknown,9054.0
1640,Reasi,Female,Healthcare,Rural,Msme Sunrise Sector,102378.0,24.0,198.0,16.0,Unknown,1830212.5
1641,Budgam,Other,It,Unknown,Unknown,62695.0,35.12,188.0,51.0,Default,3775387.0
1642,Bandipora,Other,Retail,Rural,Nano Entrepreneur,69865.0,24.0,188.0,56.0,On-Time,842293.0
1643,Anantnag,Other,Unknown,Urban,Nano Entrepreneur,50737.0,18.0,184.0,10.0,Unknown,1830212.5
1644,Srinagar,Other,Retail,Urban,Nano Entrepreneur,30951.0,18.0,188.0,16.0,On-Time,2062547.0
1644,Poonch,Female,Tourism,Rural,Nano Entrepreneur,38109.0,18.0,188.0,57.0,Default,3049000.0
1646,Jammu,Male,Healthcare,Rural,Unknown,47333.0,60.0,212.0,17.0,Late,1830212.5
1647,Kupwara,Other,Manufacturing,Unknown,Unknown,67899.0,24.0,212.0,7.0,Default,190000.0
1648,Baramulla,Unknown,Agri,Urban,Msme Sunrise Sector,84208.0,60.0,188.0,64.0,Late,5108945.0
1649,Kulgam,Male,Unknown,Rural,Existing Enterprise,84334.0,24.0,212.0,18.0,On-Time,36013.0
1650,Rajouri,Female,Healthcare,Rural,Nano Entrepreneur,48389.0,35.12,188.0,8.0,Late,3434031.0
1651,Kupwara,Other,Services,Urban,Unknown,118393.0,18.0,164.0,50.0,Late,18878.0
1651,Reasi,Male,It,Unknown,Existing Enterprise,59318.0,35.12,199.0,95.0,On-Time,24860.0
1653,Shopian,Unknown,Manufacturing,Unknown,Nano Entrepreneur,96068.0,48.0,188.0,21.0,Default,1228979.0
1654,Baramulla,Male,Tourism,Urban,Nano Entrepreneur,108597.0,35.12,212.0,51.0,Unknown,3205574.0
1655,Budgam,Other,Retail,Unknown,Existing Enterprise,84303.0,48.0,188.0,66.0,On-Time,3304243.0
1656,Reasi,Unknown,Unknown,Urban,Existing Enterprise,11615.0,60.0,164.0,33.0,On-Time,1830212.5
1657,Ganderbal,Male,Services,Unknown,Nano Entrepreneur,58914.0,24.0,164.0,12.0,On-Time,1667873.0
1658,Srinagar,Female,It,Urban,Unknown,30866.0,18.0,164.0,3.0,Late,2418000.0
1659,Kupwara,Male,Agri,Rural,Existing Enterprise,71059.0,60.0,188.0,51.0,Unknown,214205.0
1660,Poonch,Female,Tourism,Rural,Nano Entrepreneur,72863.0,24.0,188.0,36.0,Late,5271255.0
1661,Reasi,Male,Tourism,Rural,Nano Entrepreneur,105583.0,18.0,164.0,19.0,Unknown,4046424.0
1662,Samba,Male,Unknown,Unknown,Nano Entrepreneur,87005.0,35.12,212.0,6.0,Late,4811215.0
1663,Ramban,Female,It,Urban,Msme Sunrise Sector,117982.0,60.0,188.0,56.0,On-Time,35353.0
1664,Kishtwar,Female,Unknown,Rural,Existing Enterprise,21674.0,35.12,210.0,48.0,On-Time,4561.0
1664,Doda,Other,Retail,Unknown,Existing Enterprise,64658.0,35.12,164.0,74.0,Late,3541056.0
1666,Kishtwar,Female,Services,Unknown,Msme Sunrise Sector,20470.0,60.0,212.0,99.0,Late,1472550.0
1667,Reasi,Unknown,Manufacturing,Urban,Msme Sunrise Sector,104825.0,36.0,164.0,21.0,Late,4935168.0
1668,Kupwara,Unknown,Agri,Urban,Unknown,24293.0,48.0,188.0,57.0,Unknown,1989855.0
1669,Anantnag,Other,It,Urban,Unknown,19135.0,35.12,212.0,36.0,Unknown,1378917.0
1670,Rajouri,Male,Healthcare,Urban,Nano Entrepreneur,50959.0,12.0,212.0,59.0,Unknown,1630000.0
1671,Doda,Male,Services,Rural,Nano Entrepreneur,56150.0,12.0,188.0,51.0,Late,19748.0
1672,Poonch,Female,Services,Unknown,Existing Enterprise,95175.0,18.0,166.0,71.0,On-Time,1213000.0
1673,Kulgam,Unknown,Retail,Urban,Existing Enterprise,117954.0,60.0,164.0,96.0,Late,4145545.0
1674,Samba,Other,Tourism,Urban,Existing Enterprise,95802.0,35.12,188.0,72.0,On-Time,3162108.0
1675,Poonch,Unknown,Manufacturing,Urban,Msme Sunrise Sector,41619.0,48.0,164.0,26.0,Late,22354.0
1676,Reasi,Female,Agri,Urban,Nano Entrepreneur,14444.0,12.0,196.0,79.0,Late,4779731.0
1677,Pulwama,Male,Tourism,Unknown,Unknown,64658.0,48.0,188.0,26.0,Default,1524000.0
1678,Kishtwar,Female,Services,Urban,Msme Sunrise Sector,55517.0,24.0,212.0,51.0,Unknown,36040.0
1679,Bandipora,Female,Manufacturing,Unknown,Unknown,34432.0,48.0,164.0,98.0,On-Time,1921405.0
1680,Kulgam,Male,Agri,Rural,Nano Entrepreneur,64658.0,18.0,164.0,15.0,Default,27008.0
1681,Pulwama,Other,Tourism,Rural,Msme Sunrise Sector,64658.0,35.12,188.0,48.0,On-Time,4057952.0
1682,Ganderbal,Unknown,It,Urban,Unknown,17169.0,12.0,188.0,27.0,On-Time,4596436.0
1683,Anantnag,Female,Unknown,Rural,Existing Enterprise,112863.0,60.0,186.0,77.0,Unknown,1830212.5
1684,Pulwama,Other,Retail,Urban,Unknown,116725.0,24.0,212.0,51.0,Late,1830212.5
1685,Kishtwar,Male,Tourism,Urban,Msme Sunrise Sector,97859.0,18.0,188.0,20.0,Late,1830212.5
1686,Kathua,Other,Manufacturing,Rural,Msme Sunrise Sector,82400.0,36.0,188.0,73.0,Late,35784.0
1687,Kathua,Female,Retail,Unknown,Nano Entrepreneur,112740.0,24.0,188.0,7.0,On-Time,1830212.5
1688,Bandipora,Other,Tourism,Rural,Unknown,65021.0,48.0,164.0,73.0,Late,18634.0
1689,Udhampur,Male,Services,Rural,Existing Enterprise,75634.0,35.12,164.0,82.0,On-Time,3702574.0
1690,Samba,Male,It,Unknown,Unknown,106024.0,35.12,188.0,69.0,Late,3754560.0
1691,Doda,Female,Healthcare,Urban,Existing Enterprise,61146.0,60.0,164.0,38.0,On-Time,227762.0
1692,Reasi,Female,Unknown,Rural,Nano Entrepreneur,103857.0,12.0,188.0,53.0,Late,1830212.5
1693,Baramulla,Female,Retail,Urban,Existing Enterprise,119627.0,35.12,188.0,50.0,On-Time,920000.0
1694,Ramban,Male,Services,Unknown,Msme Sunrise Sector,111741.0,24.0,172.0,39.0,On-Time,774000.0
1695,Bandipora,Female,Tourism,Urban,Nano Entrepreneur,64658.0,18.0,188.0,55.0,Late,4897129.0
1696,Kulgam,Female,Agri,Rural,Nano Entrepreneur,114309.0,36.0,204.0,45.0,Default,1236000.0
1697,Bandipora,Male,Retail,Urban,Msme Sunrise Sector,85670.0,35.12,212.0,88.0,On-Time,1778000.0
1698,Rajouri,Male,Unknown,Rural,Nano Entrepreneur,37612.0,12.0,172.0,28.0,Late,12900.0
1699,Bandipora,Other,Agri,Urban,Nano Entrepreneur,97717.0,60.0,188.0,79.0,Late,3413258.0
1700,Doda,Unknown,Tourism,Urban,Unknown,64658.0,36.0,209.0,3.0,On-Time,1830212.5
1701,Budgam,Female,Retail,Urban,Nano Entrepreneur,39326.0,35.12,188.0,76.0,Default,3066023.0
1702,Anantnag,Male,Manufacturing,Rural,Nano Entrepreneur,98035.0,12.0,192.0,10.0,Default,2026000.0
1703,Kupwara,Male,It,Rural,Nano Entrepreneur,12169.0,60.0,179.0,29.0,Late,21498.0
1704,Ganderbal,Female,Unknown,Rural,Nano Entrepreneur,37456.0,48.0,188.0,96.0,Late,1825396.0
1705,Ramban,Male,Retail,Urban,Nano Entrepreneur,27449.0,12.0,188.0,100.0,On-Time,3275497.0
1706,Budgam,Unknown,Unknown,Unknown,Msme Sunrise Sector,64658.0,18.0,188.0,31.0,Late,1830212.5
1707,Anantnag,Unknown,Manufacturing,Urban,Msme Sunrise Sector,64658.0,18.0,212.0,62.0,Late,36562.0
1708,Bandipora,Male,Manufacturing,Rural,Existing Enterprise,104364.0,18.0,212.0,32.0,Default,34378.0
1709,Poonch,Unknown,Tourism,Unknown,Nano Entrepreneur,111743.0,48.0,188.0,83.0,On-Time,3788832.0
1710,Kulgam,Other,Agri,Rural,Unknown,42659.0,12.0,164.0,34.0,Default,5444.0
1711,Baramulla,Female,Retail,Unknown,Msme Sunrise Sector,76723.0,35.12,188.0,36.0,On-Time,1037892.0
1712,Samba,Unknown,Services,Urban,Unknown,68334.0,48.0,212.0,59.0,Late,1983760.0
1713,Budgam,Male,Tourism,Rural,Existing Enterprise,115180.0,18.0,193.0,51.0,Unknown,511333.0
1714,Jammu,Female,Retail,Unknown,Existing Enterprise,37754.0,48.0,188.0,76.0,On-Time,4073207.0
